,0,1467810369,Mon Apr 06 22:19:45 PDT 2009,NO_QUERY,_TheSpecialOne_,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
1093437,4,1970061416,Sat May 30 02:17:43 PDT 2009,NO_QUERY,mhisham,@brokenshardz ive invited you. whoever needs invites to @playspymaster let me know. 
1255030,4,1997213602,Mon Jun 01 16:27:19 PDT 2009,NO_QUERY,hockeycardshow,http://twitpic.com/6fk62 - Having a drink before shooting 
353383,0,2032444260,Thu Jun 04 11:15:57 PDT 2009,NO_QUERY,wedding_garters,@BeaucoupFavors Well - I would really like to say YES... but I'd be lying.  Hubbies away on business.  He'll be back tomorrow evening. 
1463719,4,2064159405,Sun Jun 07 05:25:16 PDT 2009,NO_QUERY,syarif_m2e,@petejames2233 : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! 
557141,0,2204444643,Wed Jun 17 02:14:04 PDT 2009,NO_QUERY,chrissie_chai,hmmm not reli feeling good today.. don't know.. maybe i miss home 
1259582,4,1998146574,Mon Jun 01 18:04:10 PDT 2009,NO_QUERY,BriBri2007,@J3RS3YGURL plz dnt rush it..bein 20 goes along w/bills and otha crazi stuff..lol..but thats good tho..the less the better..in my eyes 
1579807,4,2189986427,Tue Jun 16 01:26:53 PDT 2009,NO_QUERY,krishaaaaa,@miriamsays thanks. thanks. thanks 
679368,0,2249212691,Fri Jun 19 21:55:17 PDT 2009,NO_QUERY,H3g3m0n,I wish there was more on TV 
613177,0,2225257799,Thu Jun 18 10:30:08 PDT 2009,NO_QUERY,Jdelgaado,@Winniex awww thats good that you guys goin america lucky cows i miss miami  im still wishing my parents give in an let me go in august
344644,0,2015710891,Wed Jun 03 05:20:29 PDT 2009,NO_QUERY,MsJenuine,Working. This lady is really getting on my nerves because she acts like she doesnt understand 
1047116,4,1957731992,Fri May 29 01:25:59 PDT 2009,NO_QUERY,PerveenAkhtar,"It's almost the weekend and it is a gorgeous day, can't help but have a smile on my face "
311211,0,2001254638,Tue Jun 02 00:18:03 PDT 2009,NO_QUERY,jackfaulkner,@camiknickers Oh poo. It does sound really shitty and depressing there. 
1373670,4,2051353117,Fri Jun 05 21:46:01 PDT 2009,NO_QUERY,francaledia,"@CaronsBeachHs yea, totally! Never again, I mean it this time "
238229,0,1980368775,Sun May 31 06:32:17 PDT 2009,NO_QUERY,ggrl_105,OFF TO WORK 
356821,0,2044417222,Fri Jun 05 09:19:41 PDT 2009,NO_QUERY,chades212,fri thank goodness....feelin lil sicky sick. woke up with a sore throat  i need lovings lol
1499099,4,2070746129,Sun Jun 07 18:13:41 PDT 2009,NO_QUERY,BainMercerGirl,greeting is good 
538568,0,2199141604,Tue Jun 16 17:04:47 PDT 2009,NO_QUERY,PodRED,"@projiuk crap  sorry mate, that's pretty horrible."
586210,0,2215890427,Wed Jun 17 18:45:10 PDT 2009,NO_QUERY,SkyeeCaitlin,I'm lining up to do math exammm  oh god I'm nervous!
1583247,4,2190410665,Tue Jun 16 02:39:08 PDT 2009,NO_QUERY,alex_reuben,@misterwallace broke leg playin footy Sunday- bored in hospital asking celebs for get well tweets...  http://twitpic.com/7j7kv
123202,0,1833863355,Mon May 18 00:43:45 PDT 2009,NO_QUERY,bikedolin,"It feels like it's only 8, this is going to be another long night "
223972,0,1977315718,Sat May 30 20:40:31 PDT 2009,NO_QUERY,BrittanyMcfly,would like to go to the beach but it is to cold and wet 
1432253,4,2060226888,Sat Jun 06 18:30:14 PDT 2009,NO_QUERY,Jaymes_Earhart,Chillen out listening to some awesome tunage by @AnthonyCallea  Do you even understand how much i love his voice? I thought not.
705181,0,2256283062,Sat Jun 20 12:32:24 PDT 2009,NO_QUERY,ZagandZig,I'm seriously sooo tired.... 
564274,0,2206156274,Wed Jun 17 06:05:47 PDT 2009,NO_QUERY,SteveNovak,Another pretty and calm mornin in the 806.....too bad no bike  gotta make some caaaaaash
1524237,4,2176695581,Mon Jun 15 04:31:58 PDT 2009,NO_QUERY,Jill88,"@olliesebastian  It's going to be a ripper Ollie , can't wait to get my hands on it "
154836,0,1936036278,Wed May 27 07:20:21 PDT 2009,NO_QUERY,jerryta,This might be old news to some people but I just found out that Delirious is not together anymore  http://tinyurl.com/qwztwr
196709,0,1970783361,Sat May 30 05:11:45 PDT 2009,NO_QUERY,voidstuff,WHY SO BOILING!? Gotta make a start on my PB disc today 
144164,0,1881906874,Fri May 22 05:49:48 PDT 2009,NO_QUERY,wellnesschick,5.30am....way too early for me 
969506,4,1827954517,Sun May 17 11:47:32 PDT 2009,NO_QUERY,Zachary_Grinter,Hangin with ashley at the house.  
441480,0,2067023321,Sun Jun 07 11:36:27 PDT 2009,NO_QUERY,girlofwinter,My finger hurts so bad where I burnt it oooooomg I am gonna need Aleve badly  ow
187273,0,1968610637,Fri May 29 21:48:38 PDT 2009,NO_QUERY,niteguardianx,@apercheddove  okay! I will talk to you tomorrow then.
1025138,4,1883410987,Fri May 22 08:30:31 PDT 2009,NO_QUERY,littletrvs,I figured out why Ben's boxes weren't working and now I can finally listen to music again! 
364112,0,2048060483,Fri Jun 05 14:36:04 PDT 2009,NO_QUERY,amysnow,@siriuslyhazzap no :/ there's not. but I think you can download something. This is where macs start to fail 
1309083,4,2012970335,Tue Jun 02 21:38:56 PDT 2009,NO_QUERY,Jon_Pierce,Phone and sleep with @devinjayne. Talk about the girl of my dreams 
522909,0,2192947811,Tue Jun 16 07:46:55 PDT 2009,NO_QUERY,tammyrchampion,Migraine coming...  hanging in there...waiting on meds
868075,4,1677875791,Sat May 02 04:27:15 PDT 2009,NO_QUERY,xenon21,@kels450 Am glad u liked it.  Have a wonderful day (and weekend)
1123426,4,1974496266,Sat May 30 13:15:09 PDT 2009,NO_QUERY,zax0rz,@rockandrollgary don't act so surprised! 
810404,4,1469760059,Tue Apr 07 07:20:19 PDT 2009,NO_QUERY,HarlemLanes,@VB_Misc0nstru3d @famousmontana  She could BOWL! 
786867,0,2324757049,Thu Jun 25 03:58:23 PDT 2009,NO_QUERY,__tessa,@tarajv how did you get your photo back?? mines gone 
1560356,4,2186317748,Mon Jun 15 18:40:06 PDT 2009,NO_QUERY,CHRYSTALLBROOKE,Stephen Jerzak is such a sweetheart. 
873873,4,1679804466,Sat May 02 10:13:06 PDT 2009,NO_QUERY,phxmoviebears,@sabinLJ now I know where I seen you LOL. On twitted 
1193566,4,1984293407,Sun May 31 14:49:23 PDT 2009,NO_QUERY,lauraajanee,is looking forward to june  it means....centre parcs...beyonce...boyzone three times....my 18th bday....partying times 
530436,0,2195905337,Tue Jun 16 11:45:48 PDT 2009,NO_QUERY,djbelle,did not realize outback isn't open for lunch. no kookawhateva wings for me. ill have to make some i guess 
792940,0,2326452878,Thu Jun 25 07:03:39 PDT 2009,NO_QUERY,whitelight007,@freakgoddess @Nani981 why are you all making me hungry...  and @freakgoddess  i don't like veg kebabs . they dnt even come clse to NVeg
1389056,4,2053080979,Sat Jun 06 03:11:44 PDT 2009,NO_QUERY,didyana,"@wellsnew pentru ca, teoretic, as cam avea alte planuri "
578347,0,2213035047,Wed Jun 17 14:51:06 PDT 2009,NO_QUERY,louigie,"So wanted to go to royal ascot this week, it's only down the road but cos of shitty exams I couldn't "
1392475,4,2053415872,Sat Jun 06 04:28:40 PDT 2009,NO_QUERY,mynameislouie,Duuuuurty. On our way to greggs for a sausage roll to sort me right out  beers again tonight ?
1193139,4,1984188749,Sun May 31 14:36:51 PDT 2009,NO_QUERY,Liz_anit_street,At church with Jes 
645644,0,2236333697,Fri Jun 19 03:26:30 PDT 2009,NO_QUERY,Tascha_like_U,Why nowbody is in Twitter ? 
199721,0,1971503545,Sat May 30 07:15:43 PDT 2009,NO_QUERY,ajeaton,&quot;UP&quot; was fantastic - but only saw the 2D version 
687415,0,2251265248,Sat Jun 20 02:57:31 PDT 2009,NO_QUERY,TinaSidhu, yeah.. Cudn he have declined? Idiots. 80 mil.
926284,4,1755608604,Sun May 10 09:34:26 PDT 2009,NO_QUERY,foreverrlove,@ilydaintyy Well I thought you had to work anyways? Ohhh and I don't work Saturday!  Are you coming to my sis's play?
1428031,4,2059497433,Sat Jun 06 17:03:11 PDT 2009,NO_QUERY,nenalyzed,@thegame123 
467328,0,2175755662,Mon Jun 15 01:54:26 PDT 2009,NO_QUERY,jeedjaad,"Thai Massaging now, really hurt my back "
359749,0,2046019130,Fri Jun 05 11:34:33 PDT 2009,NO_QUERY,coreycarson,Off to Boulder for meetings. Clouds rolling in might spoil my bike ride today 
414645,0,2060873500,Sat Jun 06 19:44:43 PDT 2009,NO_QUERY,cheshster,@madmiah1974 anything would be really. Just makes me sad to see the Bombers like this 
712492,0,2258545865,Sat Jun 20 16:06:00 PDT 2009,NO_QUERY,theflyonthewall,Anyone know where I can get apps for my Instinct Phone???  Frustrating that I can't do hardly anything cool with it 
951228,4,1824182560,Sun May 17 00:20:52 PDT 2009,NO_QUERY,VintageCircus,I am just going enjoy to these last days i have with you. Gnight. 
249225,0,1982904275,Sun May 31 12:07:41 PDT 2009,NO_QUERY,luckygnahhh,"@uvbeenpotod aww  every time I see him, I think of that little yellow jersey xD"
72711,0,1694311066,Mon May 04 02:02:33 PDT 2009,NO_QUERY,itsrebecca,I wonder if i will always make the wrong decision 
1286304,4,2002236141,Tue Jun 02 03:35:46 PDT 2009,NO_QUERY,sophiaax,history is DONEEEE only one more exam and im fuckkkkking done yeahyeahyeaaaaaaaah 
236325,0,1979959917,Sun May 31 05:10:38 PDT 2009,NO_QUERY,belllareow,"@HelloLizzi  Oh loll. Look at the people following me, horny kitty. bahahahahah"
71976,0,1694106377,Mon May 04 01:06:47 PDT 2009,NO_QUERY,lisafabio,Is it just me or does john mayer tweet a LOT. Maybe he's very lonesome if he seems to talk to us strangers as much as his friends? Sad 
420320,0,2062184961,Sat Jun 06 22:32:50 PDT 2009,NO_QUERY,Hydrogenous,"@MandieCandie Wow, you guys were talking some shit that entire time. I feel so.... left out. "
249828,0,1983062586,Sun May 31 12:25:56 PDT 2009,NO_QUERY,xXTierneyXx,been loving the sun today xD maths exam tomorrow tho  hope its sunny again tho! =]
1169377,4,1980253925,Sun May 31 06:11:31 PDT 2009,NO_QUERY,pink_chick,@caroljae good morning CJ! Have a great day 
123878,0,1833998690,Mon May 18 01:14:21 PDT 2009,NO_QUERY,Basset72,My word - COuld my typing be any worse before I have a coffee 
1237033,4,1992937600,Mon Jun 01 09:33:58 PDT 2009,NO_QUERY,BillCammack,"@Leighdav haha I have lots of girls, haha &quot;It's all in the game!&quot; ;)  but yeah, it's good for a brotha to stick to internet-illiterates! "
1035176,4,1956127868,Thu May 28 21:14:30 PDT 2009,NO_QUERY,dubbz1,"Fixed my HIDs so they are no longer blowing fuses, all it took was some electrical tape and I got them alligned correctly...finally.  "
1419812,4,2058028555,Sat Jun 06 14:07:32 PDT 2009,NO_QUERY,haleybrooke1171,it is definitely time to relax. i've had a very busy week 
311851,0,2001390215,Tue Jun 02 00:43:47 PDT 2009,NO_QUERY,LilMsKeri,Pulled over.... This sucks... 
348736,0,2016880285,Wed Jun 03 07:30:34 PDT 2009,NO_QUERY,ThomastheTitan,@MLB_Updates I basically never trade. Too many stupid people that aren't willing to trade unless you are the one getting screwed! 
1532779,4,2178343395,Mon Jun 15 07:33:44 PDT 2009,NO_QUERY,froztfx,Happy it's Monday &amp; my son is feeling better. Lovin my new Shirt!!! 
608940,0,2223539496,Thu Jun 18 08:24:06 PDT 2009,NO_QUERY,RianAshlei,@MsPrettyWings21 honey...work work work...and a little play...but only a little.  how are you darling?  you didn't come to my bday party 
1104358,4,1971156511,Sat May 30 06:22:23 PDT 2009,NO_QUERY,nakaiser,"Grading the washed out roads on the mtn property this AM then to the barn to ride. Exciting day for Hana &amp; Saba, who hate staying home! "
834267,4,1557920612,Sun Apr 19 06:34:40 PDT 2009,NO_QUERY,Sylvarwolf,Time to get on with some household jobs - be back soon guys 
440168,0,2066671377,Sun Jun 07 10:57:35 PDT 2009,NO_QUERY,EnVxo,Can't wait to go home and relax! Missing my baby 
845654,4,1564266056,Mon Apr 20 02:37:56 PDT 2009,NO_QUERY,JessieLynne,sitting on cam wide awake.. happy holidays everyone  www.tinyurl.com/jessie-lynne
1545665,4,2182175269,Mon Jun 15 12:49:20 PDT 2009,NO_QUERY,valentinax3,"@nycutiee, I called her say now "
564330,0,2206169551,Wed Jun 17 06:07:05 PDT 2009,NO_QUERY,mikeyil,"@StephieMay lol i stayed up past midnight and checked several times, then checked this morning "
357149,0,2044568342,Fri Jun 05 09:32:37 PDT 2009,NO_QUERY,Maariiaaw,nooo i dont want to graduate from my schoool  bläääää snällaaaa
687972,0,2251411155,Sat Jun 20 03:25:09 PDT 2009,NO_QUERY,knnmmara,"sometimes i wonder if i'm speaking a different language, because no one seems to get what i'm saying. "
628967,0,2231479572,Thu Jun 18 18:36:19 PDT 2009,NO_QUERY,TroyBarrett,@jenmelia I was hoping for some little green vistors though.... 
189558,0,1969160567,Fri May 29 23:11:40 PDT 2009,NO_QUERY,gasfromtheass,@AlexterAyiUy Hahaha! It is? I thought t'was still the Matrix theme haha!   Aww that sucks 
547575,0,2202120019,Tue Jun 16 21:16:19 PDT 2009,NO_QUERY,Anto0o,@PerezHilton You need checked into a mental home. Pity somebody would sign you in! 
1389491,4,2053125098,Sat Jun 06 03:22:17 PDT 2009,NO_QUERY,asherrforbetter,applied fer Junior Apprentice B) but only 'cause Ryan made a day in London sound interesting. 
770214,0,2301915763,Tue Jun 23 16:05:07 PDT 2009,NO_QUERY,JamieBroussard,Hates growing up 
1367499,4,2050417708,Fri Jun 05 18:37:56 PDT 2009,NO_QUERY,Karson2,An amazing poo if i may say 
379453,0,2052344122,Sat Jun 06 00:25:01 PDT 2009,NO_QUERY,MooGriffiths,I need coffee!!!! Can't take these sleepless nights - guess I'm missing someone 
213556,0,1975032276,Sat May 30 14:18:17 PDT 2009,NO_QUERY,hhf3,I really don't want to leave home and go back to Cleveland. 
548083,0,2202267512,Tue Jun 16 21:30:37 PDT 2009,NO_QUERY,noliebro,"Sugarland singing &quot;Love Shack&quot; is like slapping God in the face... some of the B52's got really fat, I can stand this  #CMTMusicAwards"
50737,0,1678621568,Sat May 02 07:15:53 PDT 2009,NO_QUERY,Rachael_G,PS - I'm SO jealous of everyone who gets to go to Bamboozle.  
1251997,4,1996616472,Mon Jun 01 15:23:21 PDT 2009,NO_QUERY,elyseholladay,"@hostdime looks like we're back up! thank you, and steven who i spoke to on the phone "
410481,0,2059888189,Sat Jun 06 17:50:22 PDT 2009,NO_QUERY,fatrat123,I'm just about gettin used 2 this! Rugby is relly good ferris is an idiot 4 gettin the bin! 
1245085,4,1994997250,Mon Jun 01 12:47:19 PDT 2009,NO_QUERY,JBnVFCLover786,@karina_escobar yay n0w thatz cleared up..ooh cute?h0w old is your niece?minez is 1 
1506170,4,2072514590,Sun Jun 07 21:10:30 PDT 2009,NO_QUERY,laitala,Wow...haven't been on here for such a long time!! I've been sooo busy!! When will life slow down...just a little...for a little bit!! 
760836,0,2296948873,Tue Jun 23 09:50:24 PDT 2009,NO_QUERY,CADIMOSTA,Not looking forward to looking poo at the prom  stressed out
658470,0,2241538485,Fri Jun 19 11:04:24 PDT 2009,NO_QUERY,ScooterWard,@wifijedi I gave up my iPhone...  
430674,0,2064380580,Sun Jun 07 06:06:17 PDT 2009,NO_QUERY,jaideeh,"swimming was great  but i need to get some ADULT sized goggle's, the kids ones squashed my head  lol"
1249059,4,1996001596,Mon Jun 01 14:22:48 PDT 2009,NO_QUERY,wyness,@sugarlotus Hey there! No worries.  The day can't be as bad as my last week was for me. hehe
1283553,4,2001954130,Tue Jun 02 02:38:54 PDT 2009,NO_QUERY,cherrydarling01,"Breakfast, Gym, Errands, Lunch, then Beeeeeeeeeeeer !!! "
259355,0,1985403854,Sun May 31 17:02:19 PDT 2009,NO_QUERY,shizukawright,very sick... getting better tho. had a horrible weekend 
1288237,4,2002464276,Tue Jun 02 04:17:26 PDT 2009,NO_QUERY,AishaLovesJZ,cold Tuesday evening 
622682,0,2229280241,Thu Jun 18 15:31:08 PDT 2009,NO_QUERY,kennypham,This is such a bummer  My own cover is giving me a headache listening to it  It's my raspy voice  MAN THIS FREAKIN' SUCKS!
246227,0,1982194747,Sun May 31 10:43:06 PDT 2009,NO_QUERY,bethiepooo,is sad that it is coming to an end!I had an amazing time with my loves!I'm going to remember every single minute. 
729495,0,2263327113,Sun Jun 21 00:31:13 PDT 2009,NO_QUERY,Freddy1990,@mizsedz u can check out my profile. I was talking about sum earlier. I'm feeling better now. I can't be mad @ friends too long lol 
951256,4,1824201041,Sun May 17 00:25:07 PDT 2009,NO_QUERY,Minerveca,@Mommykins41 9:30 in the AM 
1572240,4,2188898468,Mon Jun 15 22:47:55 PDT 2009,NO_QUERY,Momodel180,@_Tashanna thank u 
1312420,4,2013632642,Tue Jun 02 23:09:46 PDT 2009,NO_QUERY,trenddoll,@NicoletheWriter - awww thanks nicole...I try 
322086,0,2004061834,Tue Jun 02 07:36:13 PDT 2009,NO_QUERY,Rendon23,Up early again   I hate taking my truck in. But there is a chick-fil-a across the street. Hmmm.....
400034,0,2057310622,Sat Jun 06 12:45:53 PDT 2009,NO_QUERY,bwness,@monikaaaaaa My feet still hurt like crazy 
924012,4,1754851557,Sun May 10 07:34:11 PDT 2009,NO_QUERY,Lolitia,Cleaning my house &amp; washing clothes. Mother's never get a day off. 
931263,4,1770777749,Mon May 11 22:13:14 PDT 2009,NO_QUERY,KendallHD,hummingbird 
818944,4,1553241420,Sat Apr 18 13:44:37 PDT 2009,NO_QUERY,pendlstefan,#asot400 we want to see some pics of the location 
363983,0,2048018341,Fri Jun 05 14:32:07 PDT 2009,NO_QUERY,ShystieUK,"@missmei init, some overly longting @NicholleMonique sighs "
1351743,4,2046128680,Fri Jun 05 11:44:02 PDT 2009,NO_QUERY,andreafmob,first day as a high school graduate 
1267161,4,1999801401,Mon Jun 01 20:50:53 PDT 2009,NO_QUERY,its_lu,nighty night  offffffffffffff to bed 
1120009,4,1973878815,Sat May 30 12:00:39 PDT 2009,NO_QUERY,ShAnStEwArT1984,"Hey, I'm waiting for my flight!  My mom cried harder than usual this time    Chicago. . .I'll be home around 7   *S. I. S.*"
621347,0,2228775864,Thu Jun 18 14:52:16 PDT 2009,NO_QUERY,Myeyeschinkdown,"Sh*t I need a hug now. Dam, could my day get any worse. I thought when the sun comes after the storm, the day's suppose to get better. "
622056,0,2229047438,Thu Jun 18 15:12:52 PDT 2009,NO_QUERY,Skreee,@Dwight_Cribb Yeah! I wrote to him last week about #zensursula. Apparently I was not convincing enough. 
766828,0,2300157398,Tue Jun 23 13:48:08 PDT 2009,NO_QUERY,MichelleDenny87,@jerdawg86 it's just being stupid about directly sending updates to my phone 
485836,0,2181299062,Mon Jun 15 11:38:21 PDT 2009,NO_QUERY,Virtchewus1,@BeShayBe can't go to the funeral. I don't have any time and it doesn't qualify as burievement  UnlesS I pull a JNB on these niggs!!  ...
1513569,4,2175373513,Mon Jun 15 00:48:30 PDT 2009,NO_QUERY,FaridhaHanum,"Karaoke-ing w @marshaputri @syabrinaway @ninissoo @AdizHyunJoong celebrate hi skool graduation day, we're not hi skool teenagers anymoa "
1461387,4,2063927805,Sun Jun 07 04:36:54 PDT 2009,NO_QUERY,shellrawlins,@julie_moore morning hun and a nice one too 
943551,4,1795132739,Thu May 14 07:13:09 PDT 2009,NO_QUERY,dublwrap,@gtmcknight hmmmmm....yogurt 
628130,0,2231186844,Thu Jun 18 18:09:47 PDT 2009,NO_QUERY,Killaya,@kiss_sweet_mand Sweetie  *hugs* We care about you. We only worry because we care. You can talk to us...
872755,4,1679141727,Sat May 02 08:38:09 PDT 2009,NO_QUERY,ronan_murphy,@vaughano like most girls she's being fasionablly late 
1333872,4,2016537786,Wed Jun 03 06:57:05 PDT 2009,NO_QUERY,DottieDuncan,@Hope_DW lol...its okay 
733745,0,2264387854,Sun Jun 21 03:42:45 PDT 2009,NO_QUERY,MI_VA,Just found out it might be released on August 6th instead 
93490,0,1770677552,Mon May 11 21:57:18 PDT 2009,NO_QUERY,donniesgirl01,"@okcomputer27 haha XD YEAh, cancelled shows suck  Luckily for me they didn't cancell the shows in California ;) So hopefully i will be"
440122,0,2066621149,Sun Jun 07 10:51:54 PDT 2009,NO_QUERY,bostrt,turns out modulus is used in random number generators already. i didn't discover anything new  
